ea_name,ea_team,ea_position,ea_ovr,ea_school_year,matched_player_name,matched_player_id,match_confidence,cfo_position,cfo_valuation,depth_chart_rank,production_score
Travis Shaw,Texas,DT,81,Senior,Travis Shaw,9cd9e313-8bfc-4507-8dfe-24ce441e4662,1.0,DL,,,51.4
Marcelles Williams,USC,CB,81,Freshman,Marcelles Williams,ea5ed2a6-77fc-4147-a44f-7903b6c43910,1.0,CB,509731,1,60.5
Decker DeGraaf,Washington,TE,81,Sophomore,Decker DeGraaf,f07a98aa-b72f-4ac5-9522-c9253d9dcbde,1.0,TE,438919,1,89.9
Geirean Hatchett,Washington,RG,81,Senior,Geirean Hatchett,64ab5a4b-68c5-49e5-816a-bb36a844a587,1.0,OL,540000,1,0.0
Xe'ree Alexander,Washington,MIKE,81,Junior,Xe'ree Alexander,123e0b02-cb80-41c6-9810-39d520e5cc3c,1.0,LB,485558,1,91.5
DaShawn Jones,Alabama,CB,80,Senior,DaShawn Jones,097404d2-1d1f-450d-b257-c24c96d1a9fa,1.0,DB,,,65.3
Dre Washington,Alabama,HB,80,Senior,Dre Washington,3c6f0f45-6a76-4643-b751-f26a37ec24f8,1.0,RB,,,38.6
Geno VanDeMark,Alabama,RG,80,Senior,Geno VanDeMark,2d7ce890-a0ad-42b8-8c44-9a977b45c241,1.0,OL,,,0.0
Keelon Russell,Alabama,QB,80,Freshman,Keelon Russell,eeaa707e-95c0-4399-a16c-7b3d5b512b22,1.0,QB,1400000,2,63.2
Keon Keeley,Alabama,LEDG,80,Sophomore,Keon Keeley,318194f9-55d8-4d03-89b5-0c63b359efbc,1.0,DL,,,78.3
Brayden Jacobs,Clemson,LG,80,Freshman,Brayden Jacobs,54bdf131-0cd4-4cb7-89dc-3895aa66a32c,1.0,OL,381808,1,0.0
Keith Adams Jr.,Clemson,HB,80,Junior,Keith Adams Jr.,ba8eb8e4-3681-4fed-8b89-681f6e1a2902,1.0,RB,,,45.6
Stephiylan Green,Clemson,DT,80,Sophomore,Stephiylan Green,fc8e95d5-cd99-43ed-8e0d-6ca5b3358690,1.0,DT,,,79.0
Cormani McClain,Florida,CB,80,Sophomore,Cormani McClain,46a54fa9-31cb-4dd3-b4c8-996b6ba9f470,1.0,DB,564000,1,63.4
Dijon Johnson,Florida,CB,80,Junior,Dijon Johnson,bcb42825-33b1-4b6d-88e5-440adefa07b1,1.0,DB,288701,1,49.1
Grayson Howard,Florida,MIKE,80,Junior,Grayson Howard,42422080-584e-46b4-8e19-95d31c9ea34e,1.0,LB,,,34.0
Hayden Hansen,Florida,TE,80,Junior,Hayden Hansen,70cc3fca-50e8-4701-a7c3-85312b595a30,1.0,TE,,,87.3
LJ McCray,Florida,REDG,80,Sophomore,LJ McCray,40512e48-8985-4a9f-a597-7ed10f099807,1.0,EDGE,284515,3,23.3
Isaiah Gibson,Georgia,REDG,80,Freshman,Isaiah Gibson,da7e1390-79a2-4891-b2f5-dc7e92e0800b,1.0,DE,401643,3,26.5
Jamal Meriweather,Georgia,LG,80,Sophomore,Jamal Meriweather,edcf49df-decc-47b0-80c3-94db49addfda,1.0,OL,,,0.0
Justin Williams,Georgia,MIKE,80,Sophomore,Justin Williams,ac900558-704d-49af-a656-f7daeb37d6c8,1.0,LB,294187,2,71.0
Quintavius Johnson,Georgia,REDG,80,Sophomore,Quintavius Johnson,2fbda413-dd82-4f9d-a241-d50237872a4b,1.0,LB,465393,1,90.6
Ahmad Breaux,LSU,DT,80,Sophomore,Ahmad Breaux,4817d5bc-d062-4b1b-b47c-4579e3385968,1.0,DT,,,75.1
Coen Echols,LSU,LG,80,Freshman,Coen Echols,0f07da8b-c50d-4fd0-b809-51f492f1c3d7,1.0,OL,,,0.0
Damian Ramos,LSU,K,80,Senior,Damian Ramos,9f7d1be8-582d-4d22-8827-8a26f0495953,1.0,PK,,,0.0
Dominick McKinley,LSU,DT,80,Sophomore,Dominick McKinley,879706f4-fa0a-423c-b02c-8147652e0539,1.0,DT,536238,1,73.2
Javien Toviano,LSU,SS,80,Junior,Javien Toviano,c39ea78c-fb13-4233-b85b-f088549ff969,1.0,S,,,38.7
Kaleb Jackson,LSU,HB,80,Junior,Kaleb Jackson,4deaf4fb-d799-4116-9767-6560550cd0c0,1.0,RB,,,28.1
West Weeks,LSU,WILL,80,Senior,West Weeks,ba7804dc-eec5-4f8b-bb66-3482dc15d482,1.0,LB,,,90.6
Damari Brown,Miami,CB,80,Sophomore,Damari Brown,87caa216-c35e-472e-912f-eea1f6b2d922,1.0,DB,358467,2,52.8
Dylan Joyce,Miami,P,80,Junior,Dylan Joyce,0f2ab906-3ba1-4d03-88d7-02ee871fae84,1.0,P,75000,1,0.0
Marquise Lightfoot,Miami,LEDG,80,Sophomore,Marquise Lightfoot,c1c3fab5-a80e-44dd-84f5-5dd3cae30419,1.0,DL,400333,1,83.8
Raul Aguirre Jr.,Miami,MIKE,80,Junior,Raul Aguirre Jr.,9c70ffac-f402-416d-9d1b-d73487e9e8f7,1.0,LB,,,69.4
Brandyn Hillman,Michigan,SS,80,Junior,Brandyn Hillman,a108c86f-6351-4fff-92a2-c4a9af9b989b,1.0,DB,,,75.8
Cameron Brandt,Michigan,LEDG,80,Junior,Cameron Brandt,139cc7a4-31db-49aa-87cb-e0bae51d4d96,1.0,EDGE,692020,1,66.2
John Volker,Michigan,HB,80,Senior,John Volker,ca859268-34b4-44ba-bf68-614ef2ba9cc9,1.0,RB,,,0.0
Gi'Bran Payne,Notre Dame,HB,80,Junior,Gi'Bran Payne,aef201f6-1657-4ecc-be0a-0145398cb2ea,1.0,RB,,,41.5
Kedren Young,Notre Dame,HB,80,Freshman,Kedren Young,90c78982-8413-4ef3-8a37-6ce35228d287,1.0,RB,127669,2,0.0
Tavien St. Clair,Ohio State,QB,80,Freshman,Tavien St. Clair,2d094068-977a-4f77-af04-3e35c19669dc,1.0,QB,436238,2,12.7
Derek Simmons,Oklahoma,RT,80,Senior,Derek Simmons,631d03bf-446b-4748-98f6-e32e1d651cb4,1.0,OL,,,0.0
Jayden Gibson,Oklahoma,WR,80,Junior,Jayden Gibson,a648c55d-79d7-4639-9531-8215cef1b373,1.0,WR,,,0.0
Michael Hawkins Jr.,Oklahoma,QB,80,Sophomore,Michael Hawkins Jr.,deb73763-cfa0-4a3d-8098-11b458cf7011,1.0,QB,,,56.5
Owen Heinecke,Oklahoma,MIKE,80,Junior,Owen Heinecke,616f778a-593d-495a-b2c5-71a875b185dc,1.0,LB,,,96.2
Sammy Omosigho,Oklahoma,WILL,80,Junior,Sammy Omosigho,4188ef0c-7cca-45e6-988c-1fcacef910df,1.0,LB,,,91.0
Troy Everett,Oklahoma,C,80,Senior,Troy Everett,2877b253-568c-4cd1-9459-7451bace76a3,1.0,OL,,,0.0
Ashton Porter,Oregon,LEDG,80,Sophomore,Ashton Porter,4a7b8dd5-2888-4b37-8044-e88c9127e4b6,1.0,LB,,,77.1
Atticus Sappington,Oregon,K,80,Senior,Atticus Sappington,5b67127f-6985-4487-9610-746256d452ad,1.0,PK,,,0.0
Kingston Lopa,Oregon,FS,80,Freshman,Kingston Lopa,10a12ebb-9284-4680-90ce-ce86d472174e,1.0,DB,,,58.6
Kyler Kasper,Oregon,WR,80,Junior,Kyler Kasper,01d91738-3eee-4746-903e-ec4e0030ab22,1.0,WR,,,42.5
Peyton Woodyard,Oregon,FS,80,Sophomore,Peyton Woodyard,189348ac-6782-4cd6-b336-f8e42d983698,1.0,DB,428687,2,59.9
Sione Laulea,Oregon,CB,80,Junior,Sione Laulea,1c4ca367-3a2b-45ad-9379-ef4462873bde,1.0,DB,,,48.3
Terrance Green,Oregon,DT,80,Sophomore,Terrance Green,040ca155-0a8e-49ea-b626-eeb9192d78ee,1.0,DL,,,52.2
Brady Hunt,South Carolina,TE,80,Senior,Brady Hunt,68a4163a-37e5-4f88-b7c9-7808699feedd,1.0,TE,379499,1,64.6
Cason Henry,South Carolina,RT,80,Junior,Cason Henry,402489d7-eff1-4928-8e08-c9dd8cf3c03f,1.0,OL,,,0.0
Demon Clowney,South Carolina,REDG,80,Senior,Demon Clowney,ce618547-0163-425f-9a5c-4d437eb79e3d,1.0,LB,,,48.5
Isaiah Augustave,South Carolina,HB,80,Junior,Isaiah Augustave,e855782c-ce9b-4c62-9b6e-aa28404f7f3d,1.0,RB,,,16.1
Peyton Williams,South Carolina,SS,80,Junior,Peyton Williams,b7854b75-3ea5-4f51-8f85-612ff2c2ee83,1.0,DB,475200,1,85.4
Tree Babalade,South Carolina,RT,80,Sophomore,Tree Babalade,1d847fa0-7d34-4139-8402-c06a39bc5034,1.0,OL,,,0.0
Trovon Baugh,South Carolina,RG,80,Junior,Trovon Baugh,547dccd7-f537-449e-99fb-73d8a95a2d13,1.0,OL,,,0.0
Vicari Swain,South Carolina,CB,80,Sophomore,Vicari Swain,23166c8c-47ce-45d0-b820-1bdedb28f307,1.0,DB,432000,1,81.2
Ethan Davis,Tennessee,TE,80,Sophomore,Ethan Davis,85dcf20b-d395-46ba-9c87-97019d502f63,1.0,TE,396000,1,85.1
Jalen McMurray,Tennessee,CB,80,Senior,Jalen McMurray,78027846-31b8-4642-90be-6485f763ba16,1.0,DB,,,93.6
Jordan Ross,Tennessee,REDG,80,Sophomore,Jordan Ross,1aa7c9ab-358d-411c-840c-2342164515b3,1.0,DL,,,84.8
Tyre West,Tennessee,LEDG,80,Senior,Tyre West,4cab9da4-ecee-4cd7-bcb1-4abaee1d4bb6,1.0,DL,,,84.9
Derek Williams Jr.,Texas,FS,80,Sophomore,Derek Williams Jr.,e167894d-35f1-463e-aad9-66ec2ed48f34,1.0,DB,289418,2,44.8
Jonah Williams,Texas,SS,80,Freshman,Jonah Williams,8a3aefe3-6691-4c20-bd83-55fca8b10ca0,1.0,DB,270256,3,39.3
Justus Terry,Texas,DT,80,Freshman,Justus Terry,799578a7-9e4d-4baf-99bc-5b53c26676c5,1.0,DL,381718,2,50.4
Neto Umeozulu,Texas,LG,80,Junior,Neto Umeozulu,56f488e6-339d-4ff1-a52e-61f61dd20ff9,1.0,OL,,,0.0
Bryan Jackson,USC,HB,80,Sophomore,Bryan Jackson,9e087432-c119-44db-8113-34dd99952d59,1.0,RB,,,50.8
Desman Stephens II,USC,MIKE,80,Sophomore,Desman Stephens II,3cc936a7-14ce-46c6-9729-d209ad93ae68,1.0,LB,332230,1,66.2
Dezmen Roebuck,Washington,WR,80,Freshman,Dezmen Roebuck,78e625ac-335b-4900-b39a-5a747da43c09,1.0,WR,576534,1,84.7
Drew Azzopardi,Washington,RT,80,Junior,Drew Azzopardi,80eeb302-972c-4ec3-a83d-d990c7f44e7e,1.0,OL,488267,1,0.0
Dyson McCutcheon,Washington,CB,80,Senior,Dyson McCutcheon,2c2e026a-d407-4fe3-bac4-dba07e23080a,1.0,S,,,0.0
Makell Esteen,Washington,FS,80,Senior,Makell Esteen,91e39390-d04b-4e24-b0dd-13be6e8420e4,1.0,S,,,83.1
Jordan Renaud,Alabama,LEDG,79,Sophomore,Jordan Renaud,033e68c3-a2f1-4557-be2e-e99e74395979,1.0,DL,,,54.5
Kelby Collins,Alabama,DT,79,Junior,Kelby Collins,e5094ec1-76fe-4cf0-ab98-520cc8c494c7,1.0,DL,,,68.1
Zavier Mincey,Alabama,FS,79,Sophomore,Zavier Mincey,28a556bd-f58e-4353-b565-4da1b52ab310,1.0,DB,396000,2,58.7
David Eziomume,Clemson,HB,79,Freshman,David Eziomume,94057e51-c1ad-49de-b18f-8d2d0272e403,1.0,RB,62492,3,35.5
Aidan Mizell,Florida,WR,79,Sophomore,Aidan Mizell,24284f4b-abb9-4b5f-8498-38e73d836eb9,1.0,WR,,,54.4
Bryce Thornton,Florida,FS,79,Junior,Bryce Thornton,ff7f6b70-9e32-4e9f-b848-6d5e6e7bbd0a,1.0,DB,505691,1,89.9
KD Daniels,Florida,HB,79,Freshman,KD Daniels,35c1f01c-75a4-42ad-bc59-671a3c7af4ef,1.0,RB,,,44.4
Micheal Caraway Jr.,Florida,CB,79,Senior,Micheal Caraway Jr.,ed89c960-b23a-459d-ad1d-a78970e11011,1.0,DB,,,43.2
Cash Jones,Georgia,HB,79,Senior,Cash Jones,4603a87a-3528-4e27-99c9-217d456325ca,1.0,RB,,,32.5
Demello Jones,Georgia,CB,79,Sophomore,Demello Jones,207e7cec-aed8-4d85-bcf2-0eeeada021b0,1.0,DB,406860,1,65.7
Nnamdi Ogboko,Georgia,DT,79,Freshman,Nnamdi Ogboko,871db138-7152-4b18-9d70-cd68fcbfb813,1.0,DL,217800,3,61.3
Roderick Robinson II,Georgia,HB,79,Sophomore,Roderick Robinson II,e4d30e03-9d5a-49cc-8d14-0590d7a9f925,1.0,RB,,,31.0
Jimari Butler,LSU,REDG,79,Senior,Jimari Butler,d5e73922-d73d-470b-a8cf-d0c85ecfc26c,1.0,DE,,,85.4
JT Lindsey,LSU,HB,79,Freshman,JT Lindsey,47ac5d44-dfd7-498c-973f-7c3c64c79ef5,1.0,RB,,,0.0
Michael Van Buren Jr.,LSU,QB,79,Sophomore,Michael Van Buren Jr.,a9904c8a-3349-42a5-a7c4-7f9bea849b73,1.0,QB,,,72.6
Armondo Blount,Miami,REDG,79,Sophomore,Armondo Blount,2221b2db-f6ea-41a6-810d-a9b2fd888049,1.0,DL,407983,2,78.8
Chris Wheatley-Humphrey,Miami,HB,79,Freshman,Chris Wheatley-Humphrey,c48a6910-3c0e-4ddd-b4a4-2bf70ab1b54e,1.0,RB,,,41.2
Hayden Lowe,Miami,LEDG,79,Freshman,Hayden Lowe,ba76b98b-17dd-4bbc-ae0a-548a62584a16,1.0,DL,300598,2,0.0
Jaylin Alderman,Miami,MIKE,79,Senior,Jaylin Alderman,3c44f7a1-3083-4dc4-9a5c-89ddc3147231,1.0,LB,,,45.6
Jordan Lyle,Miami,HB,79,Sophomore,Jordan Lyle,dc330420-18f7-4682-9bcd-7411b029dfc2,1.0,RB,243034,1,44.1
Joshua Moore,Miami,WR,79,Freshman,Joshua Moore,5ddd7a18-7166-4557-8e7a-e007f3608590,1.0,WR,406141,2,63.4
Malik Bryant,Miami,REDG,79,Junior,Malik Bryant,25a0634b-993d-489f-87c6-8cdf8c772a18,1.0,LB,,,29.8
Markeith Williams,Miami,FS,79,Junior,Markeith Williams,3956a0b2-7211-4920-94f3-74954b755dc3,1.0,DB,,,0.0
Tony Johnson,Miami,WR,79,Senior,Tony Johnson,d70a6a12-6871-44e0-985d-a92b0d627ff6,1.0,WR,,,54.4
Enow Etta,Michigan,REDG,79,Junior,Enow Etta,7022f12c-0935-451b-a02f-8a41bd785062,1.0,DL,420898,1,73.8
Jaden Mangham,Michigan,FS,79,Senior,Jaden Mangham,3564e0be-ab2f-48ea-98da-02628ce0521e,1.0,DB,,,79.8
Jake Guarnera,Michigan,RG,79,Sophomore,Jake Guarnera,8eff51ac-560f-4f18-bf69-2087c1119255,1.0,OL,451388,1,0.0
Troy Bowles,Michigan,WILL,79,Junior,Troy Bowles,47f85bae-5d2c-45aa-8b97-0f0f78286701,1.0,LB,367752,2,70.3
Cooper Flanagan,Notre Dame,TE,79,Junior,Cooper Flanagan,ed3687d0-70ff-460e-8a77-264f97450f77,1.0,TE,321518,1,0.0
James Flanigan,Notre Dame,TE,79,Freshman,James Flanigan,bdbc13dd-a29d-4fb9-8b13-65482ac79865,1.0,TE,155373,3,0.0
Noah Burnette,Notre Dame,K,79,Senior,Noah Burnette,ab849841-e34b-468f-bb24-59d0f62c4647,1.0,PK,,,0.0
Anthony Rogers,Ohio State,HB,79,Freshman,Anthony Rogers,3e545515-bbbf-4846-bb2c-bbbb1d63fe08,1.0,RB,,,0.0
Bennett Christian,Ohio State,TE,79,Senior,Bennett Christian,f0a8aa9a-133b-4ddb-a8ed-722c56b9594b,1.0,TE,,,43.9
Isaiah West,Ohio State,HB,79,Freshman,Isaiah West,b6592350-ba7d-4144-8098-49cb524429ef,1.0,RB,140078,2,63.7
Malik Hartford,Ohio State,SS,79,Junior,Malik Hartford,af0a2ab6-acd0-45ba-abe8-5104d7092268,1.0,S,,,29.8
Tegra Tshabola,Ohio State,RG,79,Senior,Tegra Tshabola,9c70d4ed-6017-42b7-82dc-6311272904ad,1.0,OL,,,0.0
Gentry Williams,Oklahoma,CB,79,Junior,Gentry Williams,e03f87ba-7ab7-4e38-a255-ba2782db72d0,1.0,DB,,,60.3
Grayson Miller,Oklahoma,P,79,Junior,Grayson Miller,4b9475d9-f25b-41ab-86a2-ea231c2d013e,1.0,PK,345600,1,0.0
Jacob Sexton,Oklahoma,LT,79,Senior,Jacob Sexton,d33aeed9-8793-4d8b-a72c-0a678b27cbd2,1.0,OL,,,0.0
Jacobe Johnson,Oklahoma,CB,79,Junior,Jacobe Johnson,56ab6647-a69a-4f5e-8b66-48294896940c,1.0,DB,281731,2,49.8
Will Huggins,Oklahoma,TE,79,Senior,Will Huggins,c1d8f44a-675d-4b61-8ac5-55d85eea4562,1.0,TE,,,30.9
Aaron Flowers,Oregon,SS,79,Freshman,Aaron Flowers,216f001e-a169-4ad1-9dd1-fac006116542,1.0,DB,408602,1,73.3
Aydin Breland,Oregon,DT,79,Freshman,Aydin Breland,e6d32f96-44a3-4901-8ee6-0285d589aa86,1.0,DL,264246,2,31.0
Jayden Limar,Oregon,HB,79,Junior,Jayden Limar,ae6ccfe0-bf4d-4c0d-aa36-a540a2c7e1c8,1.0,RB,,,70.2
Jeremiah McClellan,Oregon,WR,79,Freshman,Jeremiah McClellan,4fffd365-ba3d-4e86-9551-c3e4245cbef5,1.0,WR,647003,1,83.0
Jurrion Dickey,Oregon,WR,79,Sophomore,Jurrion Dickey,8acddb23-189a-42f7-95e9-7e755ed593d8,1.0,WR,,,0.0
Matthew Bedford,Oregon,RG,79,Senior,Matthew Bedford,bbe43d0d-1418-43b8-bfae-88907165a65b,1.0,OL,,,0.0
Na'eem Offord,Oregon,CB,79,Freshman,Na'Eem Offord,d0a0c744-0b32-4e30-bf82-1140555ff70a,1.0,DB,256342,2,42.3
Jared Brown,South Carolina,WR,79,Senior,Jared Brown,4f3b8577-8a22-4bdb-affd-7ce2baf33b0a,1.0,WR,,,48.8
Jayden Sellers,South Carolina,WR,79,Freshman,Jayden Sellers,dda495f0-4607-4185-a601-1aa6d4b1af9d,1.0,WR,432000,1,70.6
Jordan Dingle,South Carolina,TE,79,Senior,Jordan Dingle,97f54a86-67ab-420b-9ac9-089fe1e6c69a,1.0,TE,,,56.7
Monkell Goodwine,South Carolina,DT,79,Senior,Monkell Goodwine,3a6317a0-f2b9-415f-a599-2a57a47c3cb0,1.0,DL,,,70.2
Zavion Hardy,South Carolina,DT,79,Junior,Zavion Hardy,f557d3ae-cb9d-41ae-afb2-8214583f8c64,1.0,DL,,,0.0
Caleb Herring,Tennessee,REDG,79,Junior,Caleb Herring,185d7fd1-dcc7-43e4-956c-a6d2dad0d2db,1.0,DL,,,84.5
Daevin Hobbs,Tennessee,DT,79,Junior,Daevin Hobbs,682847ae-557f-4528-bd3f-a5155c67e791,1.0,DL,475200,1,86.7
Christian Clark,Texas,HB,79,Freshman,Christian Clark,ba8742cd-413d-41ef-869f-5a7c4e05320c,1.0,RB,,,59.7
Kaliq Lockett,Texas,WR,79,Freshman,Kaliq Lockett,6cdedc9f-72e1-4087-bfde-5ecc828fa2c8,1.0,WR,318005,2,39.6
Kobe Black,Texas,CB,79,Sophomore,Kobe Black,61a395f1-c736-4668-a15f-8b1a3e23fe49,1.0,DB,415505,2,50.1
Warren Roberson,Texas,CB,79,Sophomore,Warren Roberson,058d4940-3662-4a89-86f2-1e8cc6a0b1cd,1.0,DB,416702,2,54.2
DJ Wingfield,USC,LG,79,Senior,DJ Wingfield,276ecb6e-8e57-4ac8-bed7-6805e41c55f8,1.0,OL,,,0.0
Jide Abasiri,USC,DT,79,Sophomore,Jide Abasiri,5a6cbfc2-3247-4c80-a41a-137e1796cedd,1.0,DT,635584,1,76.0
Prince Strachan,USC,WR,79,Junior,Prince Strachan,352342c6-12ba-467d-80a3-cf5346fb4678,1.0,WR,,,36.9
Prophet Brown,USC,CB,79,Senior,Prophet Brown,0e4c2003-dff8-46bf-9d07-6e37c054f25b,1.0,CB,351000,2,26.5
Deshawn Lynch,Washington,LEDG,79,Senior,Deshawn Lynch,11584377-804f-4463-9cbb-646271f2ea99,1.0,DL,,,84.2
Deven Bryant,Washington,MIKE,79,Sophomore,Deven Bryant,66e21fc7-97d0-4fd1-96ff-6249316be740,1.0,LB,,,73.9
Jacob Lane,Washington,REDG,79,Junior,Jacob Lane,78f5a640-7669-4946-922c-5d410e3ef069,1.0,EDGE,965999,1,91.4
Jayvon Parker,Washington,DT,79,Junior,Jayvon Parker,f6ce9846-8a6f-4f3a-a10a-9392bfb6bd25,1.0,DL,,,0.0
Jordan Washington,Washington,HB,79,Freshman,Jordan Washington,85bfc51f-0a56-4454-976b-59b35dba9976,1.0,RB,193576,2,59.5
Landen Hatchett,Washington,C,79,Sophomore,Landen Hatchett,f4851912-f3cd-41bb-bfbf-2f9738a7a79d,1.0,OL,517499,1,0.0
Paki Finau,Washington,LG,79,Freshman,Paki Finau,290da420-201a-4ca9-8c1f-e8925f410f44,1.0,OL,,,0.0
Quentin Moore,Washington,TE,79,Senior,Quentin Moore,17a8ab74-c9fb-4dc1-b927-d0a6b38c7286,1.0,TE,,,58.1
Ta'ita'i Uiagalelei,Washington,LEDG,79,Senior,Ta'ita'i Uiagalelei,697f831b-f7fb-4892-a1b4-954d70a48d2f,1.0,DL,,,80.6
Cade Denhoff,Clemson,LEDG,78,Senior,Cade Denhoff,663367df-4400-419d-b7d4-ab42c95850cb,1.0,DE,,,62.2
Caden Story,Clemson,DT,78,Junior,Caden Story,76adc56f-9073-4baa-b247-d3da7844ac18,1.0,DL,,,55.3
Christopher Vizzina,Clemson,QB,78,Sophomore,Christopher Vizzina,a1533418-ea04-437f-af69-12ae62185bf0,1.0,QB,1007294,1,64.6
Jahiem Lawson,Clemson,REDG,78,Junior,Jahiem Lawson,771801be-3d48-4ea5-a347-f561710ec78f,1.0,DE,728100,1,87.4
Jamal Anderson,Clemson,SAM,78,Junior,Jamal Anderson,ae09457d-112b-46e2-b446-4721ba737d12,1.0,LB,,,48.4
Jarvis Green,Clemson,HB,78,Sophomore,Jarvis Green,1603da63-e0ed-43d2-9b4e-dfe19649d3b1,1.0,RB,,,0.0
Jeremiah Alexander,Clemson,MIKE,78,Junior,Jeremiah Alexander,0a3cdbc3-ac4d-4772-8be3-3fd2362921aa,1.0,LB,388373,2,82.9
Nolan Hauser,Clemson,K,78,Sophomore,Nolan Hauser,072e0078-5d24-4ad5-916f-62a567fb702f,1.0,PK,337630,1,0.0
Tyler Venables,Clemson,FS,78,Senior,Tyler Venables,77c00551-1e8b-446f-83e4-fe91027510c1,1.0,S,,,36.8
Walker Parks,Clemson,RG,78,Senior,Walker Parks,83a80ddb-b09e-46ec-8f30-2b5f8234a723,1.0,OL,,,0.0
Duke Clark,Florida,HB,78,Freshman,Duke Clark,57209bba-1455-4b55-b48b-4e085f724db9,1.0,RB,,,36.6
Jalen Wiggins,Florida,LEDG,78,Freshman,Jalen Wiggins,178e5a6a-1a40-44cc-a245-124b031419a4,1.0,EDGE,219963,3,29.8
Elyiss Williams,Georgia,TE,78,Freshman,Elyiss Williams,7afe4045-976d-470b-947c-fd4af6cd89ef,1.0,TE,332923,2,63.9
Jordan Thomas,Georgia,DT,78,Freshman,Jordan Thomas,10592f0b-9d69-491e-a357-2ce13e56b936,1.0,DL,,,47.4
Josh Horton,Georgia,DT,78,Sophomore,Josh Horton,9f46bdf8-d98d-4174-b321-af47825d455c,1.0,DT,358800,2,48.2
Zayden Walker,Georgia,WILL,78,Freshman,Zayden Walker,23fef265-5a5f-4ee8-bd7f-d05735c9a7bb,1.0,LB,307583,2,63.2
Austin Ausberry,LSU,SS,78,Junior,Austin Ausberry,61c3fe47-f3e9-4b37-bfd0-4596e3770fdb,1.0,S,,,0.0
Shone Washington,LSU,DT,78,Junior,Shone Washington,d6f3c508-34b7-4e8d-92f9-c6ec848a5c9e,1.0,DT,,,32.1
Sydir Mitchell,LSU,DT,78,Sophomore,Sydir Mitchell,1be2fc25-f1fe-48bc-8aef-2ed2afef017d,1.0,DT,,,0.0
Tyree Adams,LSU,LT,78,Sophomore,Tyree Adams,e3fe0442-b0ce-4786-a785-79403d703704,1.0,OL,,,0.0
Nathan Efobi,Michigan,LG,78,Junior,Nathan Efobi,ec5273d4-42aa-4aaf-8fbd-05f08d007b9a,1.0,OL,521978,1,0.0
Elijah Hughes,Notre Dame,DT,78,Junior,Elijah Hughes,9cfdb1c7-5caf-402b-8c41-e2715f792e51,1.0,DL,345000,2,70.4
Madden Faraimo,Notre Dame,WILL,78,Freshman,Madden Faraimo,70b5dd42-640d-44b3-9fab-bbfa87117295,1.0,LB,303887,3,78.6
Nolan James Jr.,Notre Dame,HB,78,Freshman,Nolan James Jr.,263add8b-9e39-4d8f-8332-ce2f14456422,1.0,RB,120237,2,26.0
Will Black,Notre Dame,RT,78,Freshman,Will Black,6df4469a-51e3-44de-b423-09d437002a5c,1.0,OL,436239,1,0.0
Aaron Scott Jr.,Ohio State,CB,78,Sophomore,Aaron Scott Jr.,49430926-f021-4130-b5e7-428eaa0654cb,1.0,CB,,,49.2
Ethan Onianwa,Ohio State,RG,78,Senior,Ethan Onianwa,3b67f56b-4f22-4494-bb3b-c408288930b5,1.0,OT,,,0.0
Joe McGuire,Ohio State,P,78,Junior,Joe McGuire,dfab48fe-7357-404c-b786-d0d6a835ff64,1.0,P,81000,1,0.0
Lorenzo Styles Jr.,Ohio State,SS,78,Senior,Lorenzo Styles Jr.,100653e2-0e1e-4019-8642-24ed78f593b8,1.0,CB,,,68.8
Maxwell Roy,Ohio State,DT,78,Freshman,Maxwell Roy,492ed6c3-9ab7-46e4-be79-72d2516245cb,1.0,DT,,,0.0
Mylan Graham,Ohio State,WR,78,Sophomore,Mylan Graham,d4eb64e7-f709-4212-8c4e-88e21c96af34,1.0,WR,,,47.3
Phillip Daniels,Ohio State,RT,78,Junior,Phillip Daniels,71e585aa-9b87-4b6a-b0f6-53430918bf3f,1.0,OL,466541,1,0.0
Quincy Porter,Ohio State,WR,78,Freshman,Quincy Porter,37f90380-4b36-4b9d-8814-a47f2ac6cbe5,1.0,WR,,,41.8
Tywone Malone Jr.,Ohio State,DT,78,Senior,Tywone Malone Jr.,6287424c-0c9d-4cf7-9045-b6444573bf8e,1.0,DT,,,56.1
Kobie McKinzie,Oklahoma,MIKE,78,Junior,Kobie McKinzie,c2526368-4bbd-4f96-8a9e-79d50e08cb3b,1.0,LB,,,75.6
Cooper Perry,Oregon,WR,78,Freshman,Cooper Perry,ee5f84e7-da17-4664-a3b8-154f2c4a9c21,1.0,WR,,,28.5
Daylen Austin,Oregon,CB,78,Sophomore,Daylen Austin,13449be1-9cb7-4ad5-a53e-d6ee47db23c1,1.0,DB,,,62.3
Dorian Brew,Oregon,CB,78,Freshman,Dorian Brew,11ea134e-b39f-42a6-8c23-97662ba7b4fa,1.0,DB,,,0.0
Gerald Kilgore,South Carolina,FS,78,Junior,Gerald Kilgore,e2f31717-ee73-4449-a5c8-44776d6c062e,1.0,DB,396000,1,63.6
Michael Smith,South Carolina,TE,78,Sophomore,Michael Smith,ebbb8bfc-10bb-4542-b015-46983ee8fb42,1.0,TE,,,28.0
Andre Turrentine,Tennessee,SS,78,Senior,Andre Turrentine,7cccebc3-e971-426b-9063-e997f5b17c91,1.0,DB,,,73.1
Brad Spence,Texas,REDG,78,Junior,Brad Spence,de31b4b9-624b-4ccd-ba04-27f23dec169b,1.0,LB,418242,1,75.6
