espn_athlete_id,player_name,ig_followers,x_followers,tiktok_followers
5105462,Richie Saunders,22000,0,0
5241657,Alec Millender,3967,0,0
5176681,Marcus Millender,13000,0,0
4703011,Dwayne Koroma,3995,0,0
5107490,Justin Bailey,4137,0,0
5107152,Nate Pickens,4141,881,0
5176299,Tyler Mrus,5118,0,0
5105527,Denzel Aberdeen,32000,0,0
4702626,Dawson Baker,4114,0,0
